"Building capacity per subsector, per end use, per input energy, and per vintage"
vintage,Sub,EndUse,Tech_type_1,Tech_type_2,Energy_cat,Efficiency,Capacity_units,Capacities
2016,Residential,Space Heating,___,___,District Heating,___,MW,155.13220668983308
2016,Residential,Water Heating,___,___,Biomass,Standard,MW,0.2309966489160512
2016,Residential,Water Heating,___,___,Wood Pellet,Standard,MW,0.2398802675880699
2016,Residential,Water Heating,___,___,District Heating,___,MW,72.6360481027685
2016,Residential,Water Heating,___,___,Electricity,Standard,MW,0.2504883999089352
2016,Residential,Water Heating,___,___,Kerosene,Standard,MW,0.23188289921928987
2016,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.22102722053980606
2016,Residential,Water Heating,___,___,Natural Gas,Standard,MW,1.8405630490459606
2016,Residential,Water Heating,___,___,Propane,Standard,MW,0.23777139281565807
2017,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,4.169497095491549
2017,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.4821970714795137
2017,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.25844085123019195
2017,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.4339504999144745
2017,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,8.505165940173173
2017,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,106.77471169027346
2017,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,4263.93144927
2017,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,13694.852260639998
2017,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,19.215982011564794
2017,Commercial,Space Cooling,___,___,District Cooling,___,MW,3.75737513393664
2017,Commercial,Space Cooling,___,___,Electricity,Standard,MW,4.401211629506059
2017,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,0.3001704294588688
2017,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,0.1646129102080742
2017,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.16262951429906425
2017,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.16265515826851182
2017,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,1.0369084683973842
2017,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,0.3250271317041641
2017,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,40.47883533720942
2017,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,2.5179716659001787
2017,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,3.40223470218112
2017,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,3.4008390344281194
2017,Commercial,Space Heating,___,___,District Heating,___,MW,5.254911645070187
2017,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,25.884788471457867
2017,Commercial,Water Heating,___,___,District Heating,___,MW,0.50575386838789
2017,Commercial,Water Heating,___,___,Electricity,Standard,MW,0.2674048281267525
2017,Commercial,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.1473928325495196
2017,Commercial,Water Heating,___,___,Kerosene,Standard,MW,0.14739512640268618
2017,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.2129140093819088
2017,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,3.9133084124269395
2017,Commercial,Water Heating,___,___,Propane,Standard,MW,0.1518982889235255
2017,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,0.4212896588296694
2017,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.05842786468450399
2017,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.09824445924534314
2017,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,0.24161782647243285
2017,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,6.73199110490802
2017,Public,Lighting,Halogen,___,Electricity,Standard,Mlm,279.4710377
2017,Public,Lighting,Incandescent,___,Electricity,Standard,Mlm,897.6023696
2017,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,1.3734372238190797
2017,Public,Space Cooling,___,___,District Cooling,___,MW,8.20811600451179
2017,Public,Space Cooling,___,___,Electricity,Standard,MW,1.5899994208515926
2017,Public,Space Cooling,___,___,Natural Gas,Standard,MW,0.7990163975510605
2017,Public,Space Heating,Furnace,___,Electricity,Standard,MW,0.1761967635268153
2017,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.11330138426096828
2017,Public,Space Heating,Furnace,___,Natural Gas,High,MW,0.0007989638481442022
2017,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,3.840591621553177
2017,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,0.29993984713298893
2017,Public,Space Heating,___,___,District Heating,___,MW,32.23448891100319
2017,Public,Water Heating,___,___,District Heating,___,MW,8.321005846324189
2017,Public,Water Heating,___,___,Electricity,Standard,MW,0.5182889003978064
2017,Public,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.2248488234756455
2017,Public,Water Heating,___,___,Kerosene,Standard,MW,0.2249230909811397
2017,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.7666115817748054
2017,Public,Water Heating,___,___,Natural Gas,Standard,MW,0.9323154023679926
2017,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,150.68319649713774
2017,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,11.505194511517972
2017,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,369.8225488527264
2017,Residential,Dish Washer,___,___,Electricity,Standard,kunits,7.143363288182382
2017,Residential,Freezer,___,___,Electricity,Standard,kunits,73.37087517783829
2017,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,15.316331052535883
2017,Residential,Lighting,Fluorescent,___,Electricity,Standard,Mlm,1039.6141438375225
2017,Residential,Lighting,Halogen,___,Electricity,Standard,Mlm,600.2309114
2017,Residential,Lighting,Incandescent,___,Electricity,Standard,Mlm,1927.4833287
2017,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,27.16740090674976
2017,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,27.029018758403137
2017,Residential,Range,___,___,Electricity,Standard,kunits,2639.3215348347235
2017,Residential,Refrigerator,___,___,Electricity,Standard,kunits,230.64467182880463
2017,Residential,Space Cooling,Central,___,Electricity,Standard,MW,14.967919360759389
2017,Residential,Space Cooling,Room,___,Electricity,Standard,MW,2.051626626927073
2017,Residential,Space Cooling,___,___,District Cooling,___,MW,46.67337579576457
2017,Residential,Space Heating,Furnace,___,Biomass,Standard,MW,0.7494599981183321
2017,Residential,Space Heating,Furnace,___,Wood Pellet,Standard,MW,0.01945613415179341
2017,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.01865442340434377
2017,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.7950100728529029
2017,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,2.5495642617792904
2017,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,2.38953617317498
2017,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.019305282981592745
2017,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,1.0439362389814968
2017,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,12.773879368575113
2017,Residential,Space Heating,___,___,District Heating,___,MW,889.4826033363539
2017,Residential,Water Heating,___,___,Biomass,Standard,MW,0.25674061551560806
2017,Residential,Water Heating,___,___,Wood Pellet,Standard,MW,0.2647734322612231
2017,Residential,Water Heating,___,___,District Heating,___,MW,3.956371273067856
2017,Residential,Water Heating,___,___,Electricity,Standard,MW,0.6567101287209374
2017,Residential,Water Heating,___,___,Kerosene,Standard,MW,0.2724399147623848
2017,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,0.2628384062501075
2017,Residential,Water Heating,___,___,Natural Gas,Standard,MW,5.996118998366042
2017,Residential,Water Heating,___,___,Propane,Standard,MW,0.2667214843798488
2018,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,4.335002620111873
2018,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.5609305188343789
2018,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.2948374882650108
2018,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.5022453679051194
2018,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,12.15268269483792
2018,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,7245.401091893369
2018,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,4290.04508146
2018,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,13778.7236691
2018,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,20.217916279750046
2018,Commercial,Space Cooling,___,___,District Cooling,___,MW,0.7078328075354534
2018,Commercial,Space Cooling,___,___,Electricity,Standard,MW,4.572097058689569
2018,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,0.3750649109366751
2018,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,0.19429621503482894
2018,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.20399057002569937
2018,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.20380490063180623
2018,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,2.420572543444895
2018,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,0.38532648631102856
2018,Commercial,Space Heating,Furnace,___,Natural Gas,Standard,MW,486.7625311533917
2018,Commercial,Space Heating,Furnace,___,Propane,Standard,MW,18.424111889994514
2018,Commercial,Space Heating,Heat Pump,___,Electricity,Standard,MW,115.68484018222539
2018,Commercial,Space Heating,Plinthe,___,Electricity,Standard,MW,1.124869597933912
2018,Commercial,Space Heating,___,___,District Heating,___,MW,61.668379088419854
2018,Commercial,Street Lighting,Light Emitting Diode,___,Electricity,Standard,kunits,25.9311778923975
2018,Commercial,Water Heating,___,___,District Heating,___,MW,5.348165651003426
2018,Commercial,Water Heating,___,___,Electricity,Standard,MW,4.123298711976731
2018,Commercial,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.9034445067648369
2018,Commercial,Water Heating,___,___,Kerosene,Standard,MW,0.9032104191466152
2018,Commercial,Water Heating,___,___,Light Fuel Oil,Standard,MW,2.9155751309335174
2018,Commercial,Water Heating,___,___,Natural Gas,Standard,MW,79.12284143993433
2018,Commercial,Water Heating,___,___,Propane,Standard,MW,1.1207281294120044
2018,Public,Auxiliary Equipment,___,___,Electricity,Standard,kunits,0.42451507468313604
2018,Public,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.06231525266114762
2018,Public,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.10065111590720405
2018,Public,Lighting,Fluocompact,___,Electricity,Standard,Mlm,0.8850010998649055
2018,Public,Lighting,Fluorescent,___,Electricity,Standard,Mlm,475.90086883027885
2018,Public,Lighting,Halogen,___,Electricity,Standard,Mlm,281.06012951
2018,Public,Lighting,Incandescent,___,Electricity,Standard,Mlm,902.7061973
2018,Public,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,1.303521049811677
2018,Public,Space Cooling,___,___,District Cooling,___,MW,7.746152678066286
2018,Public,Space Cooling,___,___,Electricity,Standard,MW,86.9777942468128
2018,Public,Space Cooling,___,___,Natural Gas,Standard,MW,2.7440941530945535
2018,Public,Space Heating,Furnace,___,Electricity,Standard,MW,6.312284591670791
2018,Public,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,5.780559454736905
2018,Public,Space Heating,Furnace,___,Natural Gas,High,MW,0.0007266025739115303
2018,Public,Space Heating,Furnace,___,Natural Gas,Standard,MW,127.16272968358933
2018,Public,Space Heating,Plinthe,___,Electricity,Standard,MW,0.30323331639217926
2018,Public,Space Heating,___,___,District Heating,___,MW,0.6160205696725968
2018,Public,Water Heating,___,___,District Heating,___,MW,7.732230257060022
2018,Public,Water Heating,___,___,Electricity,Standard,MW,1.1104195844786906
2018,Public,Water Heating,___,___,Heavy Fuel Oil,Standard,MW,0.23183269108574056
2018,Public,Water Heating,___,___,Kerosene,Standard,MW,0.23196973444819025
2018,Public,Water Heating,___,___,Light Fuel Oil,Standard,MW,1.282826868302373
2018,Public,Water Heating,___,___,Natural Gas,Standard,MW,9.816778725762948
2018,Residential,Other Appliances,Other,___,Electricity,Standard,kunits,169.11709236475403
2018,Residential,Clothe Dryer,___,___,Electricity,Standard,kunits,402.732629526191
2018,Residential,Clothe Washer,___,___,Electricity,Standard,kunits,12.08431432458562
2018,Residential,Dish Washer,___,___,Electricity,Standard,kunits,8.218866127876396
2018,Residential,Freezer,___,___,Electricity,Standard,kunits,3.61166712282647
2018,Residential,Lighting,Fluocompact,___,Electricity,Standard,Mlm,0.35968596776186684
2018,Residential,Lighting,Fluorescent,___,Electricity,Standard,Mlm,16.21285976055903
2018,Residential,Lighting,Halogen,___,Electricity,Standard,Mlm,604.1522843
2018,Residential,Lighting,Incandescent,___,Electricity,Standard,Mlm,1940.5545611999999
2018,Residential,Lighting,Light Emitting Diode,___,Electricity,High,Mlm,5.994663073606455
2018,Residential,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,5.968096962882345
2018,Residential,Range,___,___,Electricity,Standard,kunits,86.83070519123723
2018,Residential,Refrigerator,___,___,Electricity,Standard,kunits,9.998231643956112
2018,Residential,Space Cooling,Central,___,Electricity,Standard,MW,464.38376698380443
2018,Residential,Space Cooling,Room,___,Electricity,Standard,MW,2.2519420612338603
2018,Residential,Space Cooling,___,___,District Cooling,___,MW,45.07340101847447
2018,Residential,Space Heating,Furnace,___,Biomass,Standard,MW,0.1290649901697226
2018,Residential,Space Heating,Furnace,___,Wood Pellet,Standard,MW,0.016910416083360417
2018,Residential,Space Heating,Furnace,___,Kerosene,Standard,MW,0.016645329078841108
2018,Residential,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.8316308971061741
2018,Residential,Space Heating,Furnace,___,Natural Gas,High,MW,7.462057783845921
2018,Residential,Space Heating,Furnace,___,Natural Gas,Medium,MW,5.996172565879231
2018,Residential,Space Heating,Furnace,___,Propane,Standard,MW,0.016752667800990627
2018,Residential,Space Heating,Heat Pump,___,Electricity,Standard,MW,2.2076281909081645
2018,Residential,Space Heating,Plinthe,___,Electricity,Standard,MW,0.42114077018658175
2018,Residential,Space Heating,___,___,District Heating,___,MW,63.535154300560144
2018,Residential,Water Heating,___,___,Biomass,Standard,MW,11.390595913392328
2018,Residential,Water Heating,___,___,Wood Pellet,Standard,MW,11.778207403957769
2018,Residential,Water Heating,___,___,District Heating,___,MW,3.2432145356796047
2018,Residential,Water Heating,___,___,Electricity,Standard,MW,21.37864373307392
2018,Residential,Water Heating,___,___,Kerosene,Standard,MW,11.44648227229849
2018,Residential,Water Heating,___,___,Light Fuel Oil,Standard,MW,10.80648969860372
2018,Residential,Water Heating,___,___,Natural Gas,Standard,MW,200.94524193901128
2018,Residential,Water Heating,___,___,Propane,Standard,MW,11.65544090827247
2019,Commercial,Auxiliary Equipment,___,___,Electricity,Standard,kunits,4.3761658483751456
2019,Commercial,Auxiliary Equipment,___,___,Natural Gas,Standard,kunits,0.6710755470044678
2019,Commercial,Auxiliary Equipment,___,___,Propane,Standard,kunits,0.3492693826246971
2019,Commercial,Auxiliary Motors,___,___,Electricity,Standard,kunits,0.5690773094109344
2019,Commercial,Lighting,Fluocompact,___,Electricity,Standard,Mlm,1981.6934314111372
2019,Commercial,Lighting,Fluorescent,___,Electricity,Standard,Mlm,79.30017232974684
2019,Commercial,Lighting,Halogen,___,Electricity,Standard,Mlm,4316.15885733
2019,Commercial,Lighting,Incandescent,___,Electricity,Standard,Mlm,13862.59553848
2019,Commercial,Lighting,Light Emitting Diode,___,Electricity,Standard,Mlm,15.195910908405848
2019,Commercial,Space Cooling,___,___,District Cooling,___,MW,0.7034151843555188
2019,Commercial,Space Cooling,___,___,Electricity,Standard,MW,4.622328622194703
2019,Commercial,Space Cooling,___,___,Natural Gas,Standard,MW,0.5102649906466049
2019,Commercial,Space Heating,Furnace,___,Electricity,Standard,MW,0.18169279490700796
2019,Commercial,Space Heating,Furnace,___,Heavy Fuel Oil,Standard,MW,0.1826351474116452
2019,Commercial,Space Heating,Furnace,___,Kerosene,Standard,MW,0.18273321615661225
2019,Commercial,Space Heating,Furnace,___,Light Fuel Oil,Standard,MW,0.2435094618724978
2019,Commercial,Space Heating,Furnace,___,Natural Gas,High,MW,0.35746885912620213
